Unemrate,MWR
1.2,191
1.5,191
1.3,191
0.9,191
1.5,194
1.5,203
1.3,203
1.4,203
1.4,203
1.8,203
1.2,203
1,203
1,206
1.1,206
1.1,206
0.8,206
1,215
0.6,215
0.9,215
0.4,215
0.7,215
0.7,300
0.7,300
0.4,300
0.7,300
0.7,300
0.8,300
0.7,300
0.8,300
0.9,300
0.8,300
0.6,300
1.1,300
0.9,300
1,300
0.9,300
0.7,300
1.2,300
0.9,300
0.7,300
